Hilos,Tiempo(s),Accuracy(%)
1,34.1060
34.1060,(Accuracy):
91.35
2,28.2430
28.2430,(Accuracy):
91.36
4,31.1270
31.1270,(Accuracy):
91.31
8,21.5010
21.5010,(Accuracy):
91.29
16,12.3130
12.3130,(Accuracy):
91.37
